EventNum,Polarization,time ,He4Press,He4Temp,Area
1706737325,2.59E+01,0,1.175,1.298613,-2.97E+00
1706737338,2.59E+01,0.216666667,1.174,1.298474,-2.97E+00
1706737351,2.59E+01,0.433333333,1.176,1.298752,-2.97E+00
1706737364,2.59E+01,0.65,1.175,1.298613,-2.97E+00
1706737377,2.59E+01,0.866666667,1.174,1.298474,-2.97E+00
1706737390,2.60E+01,1.083333333,1.172,1.298196,-2.98E+00
1706737405,2.60E+01,1.333333333,1.172,1.298196,-2.98E+00
1706737419,2.59E+01,1.566666667,1.174,1.298474,-2.97E+00
1706737432,2.59E+01,1.783333333,1.172,1.298196,-2.98E+00
1706737445,2.59E+01,2,1.172,1.298196,-2.97E+00
1706737458,2.60E+01,2.216666667,1.171,1.298057,-2.98E+00
1706737471,2.59E+01,2.433333333,1.172,1.298196,-2.97E+00
1706737484,2.60E+01,2.65,1.172,1.298196,-2.98E+00
1706737497,2.60E+01,2.866666667,1.169,1.297778,-2.98E+00
1706737510,2.59E+01,3.083333333,1.171,1.298057,-2.97E+00
1706737523,2.60E+01,3.3,1.171,1.298057,-2.98E+00
1706737537,2.59E+01,3.533333333,1.172,1.298196,-2.98E+00
1706737550,2.60E+01,3.75,1.175,1.298613,-2.98E+00
1706737563,2.60E+01,3.966666667,1.181,1.299446,-2.98E+00
1706737576,2.59E+01,4.183333333,1.204,1.302615,-2.98E+00
1706737589,2.59E+01,4.4,1.186,1.300138,-2.98E+00
1706737602,2.59E+01,4.616666667,1.172,1.298196,-2.98E+00
1706737615,2.60E+01,4.833333333,1.171,1.298057,-2.98E+00
1706737628,2.60E+01,5.05,1.169,1.297778,-2.98E+00
1706737641,2.60E+01,5.266666667,1.169,1.297778,-2.98E+00
1706737655,2.60E+01,5.5,1.166,1.297359,-2.98E+00
1706737668,2.60E+01,5.716666667,1.164,1.29708,-2.98E+00
1706737681,2.60E+01,5.933333333,1.164,1.29708,-2.98E+00
1706737694,2.60E+01,6.15,1.162,1.2968,-2.98E+00
1706737707,2.60E+01,6.366666667,1.162,1.2968,-2.98E+00
1706737720,2.60E+01,6.583333333,1.161,1.29666,-2.98E+00
1706737733,2.60E+01,6.8,1.16,1.29652,-2.98E+00
1706737746,2.60E+01,7.016666667,1.161,1.29666,-2.98E+00
1706737759,2.60E+01,7.233333333,1.158,1.296239,-2.98E+00
1706737773,2.60E+01,7.466666667,1.159,1.296379,-2.98E+00
1706737786,2.60E+01,7.683333333,1.159,1.296379,-2.98E+00
1706737799,2.60E+01,7.9,1.16,1.29652,-2.98E+00
1706737812,2.60E+01,8.116666667,1.162,1.2968,-2.98E+00
1706737825,2.60E+01,8.333333333,1.162,1.2968,-2.98E+00
1706737838,2.60E+01,8.55,1.164,1.29708,-2.98E+00
1706737851,2.60E+01,8.766666667,1.164,1.29708,-2.98E+00
1706737864,2.60E+01,8.983333333,1.164,1.29708,-2.98E+00
1706737877,2.60E+01,9.2,1.166,1.297359,-2.98E+00
1706737890,2.60E+01,9.416666667,1.165,1.297219,-2.98E+00
1706737904,2.60E+01,9.65,1.167,1.297499,-2.98E+00
1706737917,2.60E+01,9.866666667,1.166,1.297359,-2.98E+00
1706737930,2.60E+01,10.08333333,1.167,1.297499,-2.98E+00
1706737943,2.60E+01,10.3,1.169,1.297778,-2.98E+00
1706737956,2.60E+01,10.51666667,1.167,1.297499,-2.98E+00
1706737969,2.60E+01,10.73333333,1.173,1.298335,-2.98E+00
1706737982,2.60E+01,10.95,1.177,1.298891,-2.98E+00
1706737995,2.60E+01,11.16666667,1.178,1.29903,-2.98E+00
1706738008,2.60E+01,11.38333333,1.178,1.29903,-2.98E+00
1706738022,2.60E+01,11.61666667,1.176,1.298752,-2.98E+00
1706738035,2.60E+01,11.83333333,1.178,1.29903,-2.98E+00
1706738048,2.60E+01,12.05,1.178,1.29903,-2.98E+00
1706738061,2.60E+01,12.26666667,1.176,1.298752,-2.98E+00
1706738074,2.60E+01,12.48333333,1.177,1.298891,-2.98E+00
1706738087,2.60E+01,12.7,1.176,1.298752,-2.98E+00
1706738100,2.60E+01,12.91666667,1.178,1.29903,-2.98E+00
1706738113,2.60E+01,13.13333333,1.177,1.298891,-2.98E+00
1706738126,2.60E+01,13.35,1.176,1.298752,-2.98E+00
1706738140,2.60E+01,13.58333333,1.177,1.298891,-2.98E+00
1706738153,2.60E+01,13.8,1.175,1.298613,-2.98E+00
1706738166,2.60E+01,14.01666667,1.177,1.298891,-2.98E+00
1706738179,2.60E+01,14.23333333,1.178,1.29903,-2.98E+00
1706738192,2.60E+01,14.45,1.179,1.299169,-2.98E+00
1706738205,2.60E+01,14.66666667,1.179,1.299169,-2.98E+00
1706738218,2.60E+01,14.88333333,1.177,1.298891,-2.99E+00
1706738231,2.60E+01,15.1,1.179,1.299169,-2.99E+00
1706738244,2.60E+01,15.31666667,1.177,1.298891,-2.99E+00
1706738258,2.60E+01,15.55,1.176,1.298752,-2.98E+00
1706738271,2.60E+01,15.76666667,1.176,1.298752,-2.98E+00
1706738284,2.60E+01,15.98333333,1.175,1.298613,-2.99E+00
1706738297,2.60E+01,16.2,1.178,1.29903,-2.99E+00
1706738310,2.60E+01,16.41666667,1.178,1.29903,-2.99E+00
1706738323,2.61E+01,16.63333333,1.179,1.299169,-2.99E+00
1706738336,2.60E+01,16.85,1.178,1.29903,-2.99E+00
1706738349,2.60E+01,17.06666667,1.178,1.29903,-2.98E+00
1706738362,2.60E+01,17.28333333,1.179,1.299169,-2.99E+00
1706738376,2.60E+01,17.51666667,1.177,1.298891,-2.99E+00
1706738389,2.61E+01,17.73333333,1.179,1.299169,-2.99E+00
1706738402,2.60E+01,17.95,1.177,1.298891,-2.99E+00
1706738415,2.60E+01,18.16666667,1.177,1.298891,-2.99E+00
1706738428,2.60E+01,18.38333333,1.179,1.299169,-2.99E+00
1706738441,2.60E+01,18.6,1.177,1.298891,-2.99E+00
1706738454,2.61E+01,18.81666667,1.179,1.299169,-2.99E+00
1706738467,2.60E+01,19.03333333,1.177,1.298891,-2.99E+00
1706738480,2.61E+01,19.25,1.178,1.29903,-2.99E+00
1706738493,2.60E+01,19.46666667,1.179,1.299169,-2.99E+00
1706738507,2.61E+01,19.7,1.179,1.299169,-2.99E+00
1706738520,2.61E+01,19.91666667,1.181,1.299446,-2.99E+00
1706738533,2.61E+01,20.13333333,1.18,1.299308,-2.99E+00
1706738546,2.61E+01,20.35,1.181,1.299446,-2.99E+00
1706738559,2.61E+01,20.56666667,1.183,1.299723,-2.99E+00
1706738572,2.61E+01,20.78333333,1.182,1.299585,-2.99E+00
1706738585,2.60E+01,21,1.183,1.299723,-2.99E+00
1706738598,2.61E+01,21.21666667,1.181,1.299446,-2.99E+00
1706738611,2.61E+01,21.43333333,1.181,1.299446,-2.99E+00
1706738625,2.61E+01,21.66666667,1.181,1.299446,-2.99E+00
1706738638,2.61E+01,21.88333333,1.179,1.299169,-2.99E+00
1706738651,2.61E+01,22.1,1.181,1.299446,-2.99E+00
1706738664,2.61E+01,22.31666667,1.18,1.299308,-2.99E+00
1706738677,2.61E+01,22.53333333,1.182,1.299585,-2.99E+00
1706738690,2.61E+01,22.75,1.181,1.299446,-2.99E+00
1706738703,2.61E+01,22.96666667,1.18,1.299308,-2.99E+00
1706738716,2.61E+01,23.18333333,1.18,1.299308,-2.99E+00
1706738729,2.61E+01,23.4,1.179,1.299169,-2.99E+00
1706738743,2.61E+01,23.63333333,1.179,1.299169,-2.99E+00
1706738756,2.61E+01,23.85,1.179,1.299169,-2.99E+00
1706738769,2.61E+01,24.06666667,1.178,1.29903,-2.99E+00
1706738782,2.61E+01,24.28333333,1.179,1.299169,-2.99E+00
1706738795,2.61E+01,24.5,1.178,1.29903,-2.99E+00
1706738808,2.61E+01,24.71666667,1.179,1.299169,-3.00E+00
1706738821,2.61E+01,24.93333333,1.18,1.299308,-2.99E+00
1706738834,2.61E+01,25.15,1.18,1.299308,-3.00E+00
1706738847,2.61E+01,25.36666667,1.181,1.299446,-2.99E+00
1706738861,2.61E+01,25.6,1.18,1.299308,-2.99E+00
1706738874,2.61E+01,25.81666667,1.181,1.299446,-3.00E+00
1706738887,2.61E+01,26.03333333,1.18,1.299308,-3.00E+00
1706738900,2.61E+01,26.25,1.18,1.299308,-3.00E+00
1706738913,2.61E+01,26.46666667,1.18,1.299308,-3.00E+00
1706738926,2.61E+01,26.68333333,1.179,1.299169,-3.00E+00
1706738939,2.61E+01,26.9,1.181,1.299446,-3.00E+00
1706738952,2.61E+01,27.11666667,1.18,1.299308,-3.00E+00
1706738965,2.61E+01,27.33333333,1.181,1.299446,-3.00E+00
1706738979,2.62E+01,27.56666667,1.181,1.299446,-3.00E+00
1706738992,2.61E+01,27.78333333,1.18,1.299308,-3.00E+00
1706739005,2.61E+01,28,1.183,1.299723,-3.00E+00
1706739018,2.62E+01,28.21666667,1.184,1.299862,-3.00E+00
1706739031,2.62E+01,28.43333333,1.183,1.299723,-3.00E+00
1706739044,2.61E+01,28.65,1.185,1.3,-3.00E+00
1706739057,2.62E+01,28.86666667,1.183,1.299723,-3.00E+00
1706739070,2.61E+01,29.08333333,1.184,1.299862,-3.00E+00
1706739083,2.62E+01,29.3,1.182,1.299585,-3.00E+00
1706739096,2.61E+01,29.51666667,1.181,1.299446,-3.00E+00
1706739110,2.62E+01,29.75,1.182,1.299585,-3.00E+00
1706739123,2.62E+01,29.96666667,1.18,1.299308,-3.00E+00
1706739136,2.62E+01,30.18333333,1.181,1.299446,-3.00E+00
1706739149,2.62E+01,30.4,1.182,1.299585,-3.00E+00
1706739162,2.62E+01,30.61666667,1.181,1.299446,-3.00E+00
1706739175,2.62E+01,30.83333333,1.181,1.299446,-3.00E+00
1706739188,2.62E+01,31.05,1.18,1.299308,-3.00E+00
1706739201,2.62E+01,31.26666667,1.181,1.299446,-3.00E+00
1706739214,2.62E+01,31.48333333,1.18,1.299308,-3.00E+00
1706739228,2.62E+01,31.71666667,1.181,1.299446,-3.00E+00
1706739241,2.62E+01,31.93333333,1.182,1.299585,-3.01E+00
1706739254,2.62E+01,32.15,1.181,1.299446,-3.00E+00
1706739267,2.62E+01,32.36666667,1.183,1.299723,-3.00E+00
1706739280,2.62E+01,32.58333333,1.183,1.299723,-3.01E+00
1706739293,2.62E+01,32.8,1.184,1.299862,-3.01E+00
1706739306,2.62E+01,33.01666667,1.183,1.299723,-3.00E+00
1706739319,2.62E+01,33.23333333,1.182,1.299585,-3.00E+00
1706739332,2.62E+01,33.45,1.184,1.299862,-3.00E+00
1706739346,2.62E+01,33.68333333,1.182,1.299585,-3.00E+00
1706739359,2.62E+01,33.9,1.183,1.299723,-3.01E+00
1706739372,2.62E+01,34.11666667,1.182,1.299585,-3.01E+00
1706739385,2.62E+01,34.33333333,1.181,1.299446,-3.01E+00
1706739398,2.62E+01,34.55,1.181,1.299446,-3.01E+00
1706739411,2.62E+01,34.76666667,1.18,1.299308,-3.00E+00
1706739424,2.62E+01,34.98333333,1.183,1.299723,-3.01E+00
1706739437,2.62E+01,35.2,1.184,1.299862,-3.01E+00
1706739450,2.62E+01,35.41666667,1.184,1.299862,-3.01E+00
1706739464,2.62E+01,35.65,1.184,1.299862,-3.01E+00
1706739477,2.62E+01,35.86666667,1.182,1.299585,-3.01E+00
1706739490,2.62E+01,36.08333333,1.183,1.299723,-3.01E+00
1706739503,2.62E+01,36.3,1.184,1.299862,-3.01E+00
1706739516,2.62E+01,36.51666667,1.183,1.299723,-3.01E+00
1706739529,2.62E+01,36.73333333,1.185,1.3,-3.01E+00
1706739542,2.62E+01,36.95,1.183,1.299723,-3.01E+00
1706739555,2.62E+01,37.16666667,1.184,1.299862,-3.01E+00
1706739568,2.62E+01,37.38333333,1.183,1.299723,-3.01E+00
1706739581,2.62E+01,37.6,1.183,1.299723,-3.01E+00
1706739595,2.63E+01,37.83333333,1.185,1.3,-3.01E+00
1706739608,2.62E+01,38.05,1.184,1.299862,-3.01E+00
1706739621,2.63E+01,38.26666667,1.184,1.299862,-3.01E+00
1706739634,2.63E+01,38.48333333,1.184,1.299862,-3.01E+00
1706739647,2.63E+01,38.7,1.184,1.299862,-3.01E+00
1706739660,2.62E+01,38.91666667,1.185,1.3,-3.01E+00
1706739673,2.62E+01,39.13333333,1.184,1.299862,-3.01E+00
1706739686,2.63E+01,39.35,1.185,1.3,-3.01E+00
1706739699,2.63E+01,39.56666667,1.185,1.3,-3.01E+00
1706739713,2.63E+01,39.8,1.184,1.299862,-3.01E+00
1706739726,2.63E+01,40.01666667,1.185,1.3,-3.01E+00
1706739739,2.63E+01,40.23333333,1.185,1.3,-3.01E+00
1706739752,2.63E+01,40.45,1.186,1.300138,-3.01E+00
1706739765,2.63E+01,40.66666667,1.185,1.3,-3.02E+00
1706739778,2.63E+01,40.88333333,1.185,1.3,-3.02E+00
1706739791,2.63E+01,41.1,1.186,1.300138,-3.01E+00
1706739804,2.63E+01,41.31666667,1.185,1.3,-3.01E+00
1706739817,2.63E+01,41.53333333,1.186,1.300138,-3.02E+00
1706739831,2.63E+01,41.76666667,1.185,1.3,-3.01E+00
1706739844,2.63E+01,41.98333333,1.184,1.299862,-3.01E+00
1706739857,2.63E+01,42.2,1.185,1.3,-3.02E+00
1706739870,2.63E+01,42.41666667,1.183,1.299723,-3.02E+00
1706739883,2.63E+01,42.63333333,1.184,1.299862,-3.02E+00
1706739896,2.63E+01,42.85,1.184,1.299862,-3.01E+00
1706739909,2.63E+01,43.06666667,1.184,1.299862,-3.01E+00
1706739922,2.63E+01,43.28333333,1.185,1.3,-3.02E+00
1706739935,2.63E+01,43.5,1.184,1.299862,-3.02E+00
1706739949,2.63E+01,43.73333333,1.186,1.300138,-3.02E+00
1706739962,2.63E+01,43.95,1.185,1.3,-3.02E+00
1706739975,2.63E+01,44.16666667,1.185,1.3,-3.02E+00
1706739988,2.63E+01,44.38333333,1.187,1.300276,-3.01E+00
1706740001,2.63E+01,44.6,1.186,1.300138,-3.02E+00
1706740014,2.63E+01,44.81666667,1.187,1.300276,-3.02E+00
1706740027,2.63E+01,45.03333333,1.185,1.3,-3.02E+00
1706740040,2.63E+01,45.25,1.185,1.3,-3.02E+00
1706740053,2.63E+01,45.46666667,1.185,1.3,-3.02E+00
1706740067,2.63E+01,45.7,1.184,1.299862,-3.02E+00
1706740080,2.63E+01,45.91666667,1.186,1.300138,-3.02E+00
1706740093,2.63E+01,46.13333333,1.186,1.300138,-3.02E+00
1706740106,2.63E+01,46.35,1.185,1.3,-3.02E+00
1706740119,2.63E+01,46.56666667,1.185,1.3,-3.02E+00
1706740132,2.63E+01,46.78333333,1.185,1.3,-3.02E+00
1706740145,2.63E+01,47,1.186,1.300138,-3.02E+00
1706740158,2.64E+01,47.21666667,1.185,1.3,-3.02E+00
1706740171,2.64E+01,47.43333333,1.186,1.300138,-3.02E+00
1706740184,2.63E+01,47.65,1.186,1.300138,-3.02E+00
1706740198,2.63E+01,47.88333333,1.185,1.3,-3.02E+00
1706740211,2.64E+01,48.1,1.186,1.300138,-3.02E+00
1706740224,2.63E+01,48.31666667,1.186,1.300138,-3.02E+00
1706740237,2.63E+01,48.53333333,1.187,1.300276,-3.02E+00
1706740250,2.63E+01,48.75,1.187,1.300276,-3.02E+00
1706740263,2.63E+01,48.96666667,1.186,1.300138,-3.02E+00
1706740276,2.64E+01,49.18333333,1.186,1.300138,-3.02E+00
1706740289,2.64E+01,49.4,1.185,1.3,-3.02E+00
1706740302,2.63E+01,49.61666667,1.186,1.300138,-3.02E+00
1706740316,2.63E+01,49.85,1.185,1.3,-3.02E+00
1706740329,2.63E+01,50.06666667,1.185,1.3,-3.02E+00
1706740342,2.63E+01,50.28333333,1.185,1.3,-3.02E+00
1706740355,2.64E+01,50.5,1.184,1.299862,-3.03E+00
1706740368,2.64E+01,50.71666667,1.185,1.3,-3.02E+00
1706740381,2.64E+01,50.93333333,1.184,1.299862,-3.02E+00
1706740394,2.64E+01,51.15,1.185,1.3,-3.02E+00
1706740407,2.64E+01,51.36666667,1.186,1.300138,-3.02E+00
1706740630,2.64E+01,55.08333333,1.189,1.300553,-3.03E+00
1706740643,2.64E+01,55.3,1.188,1.300415,-3.03E+00
1706740656,2.64E+01,55.51666667,1.19,1.300691,-3.03E+00
1706740669,2.64E+01,55.73333333,1.189,1.300553,-3.02E+00
1706740682,2.64E+01,55.95,1.186,1.300138,-3.03E+00
1706740696,2.64E+01,56.18333333,1.188,1.300415,-3.03E+00
1706740709,2.64E+01,56.4,1.186,1.300138,-3.03E+00
1706740722,2.64E+01,56.61666667,1.187,1.300276,-3.03E+00
1706740735,2.64E+01,56.83333333,1.187,1.300276,-3.03E+00
1706740748,2.64E+01,57.05,1.189,1.300553,-3.03E+00
1706740761,2.64E+01,57.26666667,1.189,1.300553,-3.03E+00
1706740774,2.65E+01,57.48333333,1.189,1.300553,-3.04E+00
1706740787,2.65E+01,57.7,1.19,1.300691,-3.04E+00
1706740800,2.63E+01,57.91666667,1.189,1.300553,-3.02E+00
1706740814,2.64E+01,58.15,1.189,1.300553,-3.03E+00
1706740827,2.64E+01,58.36666667,1.189,1.300553,-3.03E+00
1706740840,2.64E+01,58.58333333,1.188,1.300415,-3.03E+00
1706740853,2.64E+01,58.8,1.189,1.300553,-3.03E+00
1706740866,2.64E+01,59.01666667,1.189,1.300553,-3.03E+00
1706740879,2.64E+01,59.23333333,1.191,1.300829,-3.03E+00
1706740892,2.64E+01,59.45,1.19,1.300691,-3.03E+00
1706740905,2.64E+01,59.66666667,1.19,1.300691,-3.03E+00
1706740918,2.64E+01,59.88333333,1.189,1.300553,-3.03E+00
1706740932,2.64E+01,60.11666667,1.188,1.300415,-3.03E+00
1706740945,2.64E+01,60.33333333,1.189,1.300553,-3.03E+00
1706740958,2.64E+01,60.55,1.187,1.300276,-3.03E+00
1706740971,2.64E+01,60.76666667,1.19,1.300691,-3.03E+00
1706740984,2.64E+01,60.98333333,1.191,1.300829,-3.03E+00
1706740997,2.64E+01,61.2,1.191,1.300829,-3.03E+00
1706741010,2.64E+01,61.41666667,1.191,1.300829,-3.03E+00
1706741023,2.64E+01,61.63333333,1.188,1.300415,-3.03E+00
1706741036,2.64E+01,61.85,1.189,1.300553,-3.02E+00
1706741049,2.63E+01,62.06666667,1.023,1.276393,-3.02E+00
1706741063,2.63E+01,62.3,0.779,1.235497,-3.02E+00
1706741076,2.63E+01,62.51666667,0.663,1.211325,-3.02E+00
1706741089,2.63E+01,62.73333333,0.599,1.196124,-3.02E+00
1706741102,2.63E+01,62.95,0.568,1.188457,-3.02E+00
1706741115,2.63E+01,63.16666667,0.542,1.181822,-3.01E+00
1706741128,2.63E+01,63.38333333,0.526,1.177626,-3.01E+00
1706741141,2.63E+01,63.6,0.522,1.176562,-3.01E+00
1706741154,2.63E+01,63.81666667,0.529,1.17842,-3.01E+00
1706741167,2.62E+01,64.03333333,0.544,1.18234,-3.01E+00
1706741181,2.62E+01,64.26666667,0.569,1.188708,-3.01E+00
1706741194,2.62E+01,64.48333333,0.61,1.198794,-3.01E+00
1706741207,2.62E+01,64.7,0.67,1.212928,-3.01E+00
1706741220,2.62E+01,64.91666667,0.741,1.228215,-3.01E+00
1706741233,2.62E+01,65.13333333,0.837,1.245681,-3.00E+00
1706741246,2.62E+01,65.35,0.966,1.267326,-3.00E+00
1706741259,2.61E+01,65.56666667,1.153,1.295536,-3.00E+00
1706741272,2.61E+01,65.78333333,1.398,1.327662,-3.00E+00
1706741285,2.61E+01,66,1.709,1.361595,-3.00E+00
1706741299,2.61E+01,66.23333333,2.064,1.395487,-2.99E+00
1706741312,2.61E+01,66.45,2.424,1.425582,-2.99E+00
1706741325,2.60E+01,66.66666667,2.776,1.451636,-2.99E+00
1706741338,2.60E+01,66.88333333,3.453,1.494903,-2.98E+00
1706741351,2.60E+01,67.1,4.707,1.560947,-2.98E+00
1706741364,2.59E+01,67.31666667,5.79,1.607594,-2.97E+00
1706741377,2.59E+01,67.53333333,6.989,1.652575,-2.97E+00
1706741390,2.58E+01,67.75,8.149,1.690514,-2.96E+00
1706741403,2.58E+01,67.96666667,9.379,1.726681,-2.96E+00
1706741417,2.57E+01,68.2,10.612,1.759667,-2.95E+00
1706741430,2.57E+01,68.41666667,11.439,1.780144,-2.94E+00
1706741443,2.56E+01,68.63333333,12.48,1.804414,-2.93E+00
1706741456,2.55E+01,68.85,13.319,1.822978,-2.92E+00
1706741469,2.54E+01,69.06666667,14.211,1.841826,-2.92E+00
1706741482,2.53E+01,69.28333333,15.143,1.860605,-2.91E+00
1706741495,2.53E+01,69.5,15.927,1.875743,-2.90E+00
1706741508,2.52E+01,69.71666667,16.957,1.894828,-2.89E+00
1706741521,2.51E+01,69.93333333,17.699,1.908086,-2.88E+00
1706741535,2.50E+01,70.16666667,18.756,1.926334,-2.87E+00
1706741548,2.49E+01,70.38333333,19.548,1.939543,-2.86E+00
1706741561,2.48E+01,70.6,20.401,1.953351,-2.85E+00
1706741574,2.48E+01,70.81666667,21.344,1.968145,-2.84E+00
1706741587,2.46E+01,71.03333333,22.086,1.979465,-2.82E+00
1706741600,2.46E+01,71.25,23.092,1.994401,-2.82E+00
1706741613,2.44E+01,71.46666667,23.764,2.004137,-2.80E+00
1706741626,2.43E+01,71.68333333,24.722,2.017712,-2.79E+00
1706741639,2.42E+01,71.9,25.432,2.027554,-2.78E+00
1706741653,2.41E+01,72.13333333,25.68,2.03095,-2.77E+00
1706741666,2.40E+01,72.35,24.963,2.021073,-2.76E+00
1706741679,2.39E+01,72.56666667,23.913,2.006272,-2.75E+00
1706741692,2.39E+01,72.78333333,23.028,1.993464,-2.74E+00
1706741705,2.38E+01,73,22.46,1.985071,-2.73E+00
1706741718,2.37E+01,73.21666667,22.326,1.98307,-2.72E+00
1706741731,2.36E+01,73.43333333,22.508,1.985786,-2.70E+00
1706741744,2.35E+01,73.65,22.882,1.99132,-2.69E+00
1706741757,2.34E+01,73.86666667,23.493,2.000233,-2.68E+00
1706741770,2.33E+01,74.08333333,23.884,2.005857,-2.67E+00
1706741784,2.32E+01,74.31666667,24.244,2.010983,-2.66E+00
1706741797,2.31E+01,74.53333333,24.149,2.009635,-2.65E+00
1706741810,2.31E+01,74.75,23.868,2.005628,-2.65E+00
1706741823,2.29E+01,74.96666667,23.599,2.001764,-2.63E+00
1706741836,2.28E+01,75.18333333,23.362,1.998335,-2.62E+00
1706741849,2.27E+01,75.4,23.155,1.995322,-2.61E+00
1706741862,2.26E+01,75.61666667,23.049,1.993772,-2.60E+00
1706741875,2.25E+01,75.83333333,23.131,1.994971,-2.59E+00
1706741888,2.25E+01,76.05,23.275,1.997071,-2.58E+00
1706741902,2.24E+01,76.28333333,23.459,1.999741,-2.57E+00
1706741915,2.23E+01,76.5,23.62,2.002066,-2.56E+00
1706741928,2.22E+01,76.71666667,23.764,2.004137,-2.54E+00
1706741941,2.21E+01,76.93333333,23.804,2.004711,-2.53E+00
1706741954,2.20E+01,77.15,23.736,2.003735,-2.52E+00
1706741967,2.19E+01,77.36666667,23.576,2.001432,-2.51E+00
1706741980,2.18E+01,77.58333333,23.444,1.999524,-2.51E+00
1706741993,2.17E+01,77.8,23.322,1.997754,-2.49E+00
1706742006,2.17E+01,78.01666667,23.223,1.996313,-2.49E+00
1706742020,2.16E+01,78.25,23.236,1.996503,-2.48E+00
1706742033,2.15E+01,78.46666667,23.326,1.997812,-2.46E+00
1706742046,2.14E+01,78.68333333,23.425,1.999249,-2.45E+00
1706742059,2.13E+01,78.9,23.504,2.000392,-2.45E+00
1706742072,2.12E+01,79.11666667,23.573,2.001389,-2.43E+00
1706742085,2.12E+01,79.33333333,23.644,2.002412,-2.43E+00
1706742098,2.11E+01,79.55,23.692,2.003103,-2.42E+00
1706742111,2.10E+01,79.76666667,23.676,2.002873,-2.41E+00
1706742124,2.09E+01,79.98333333,23.584,2.001547,-2.40E+00
1706742138,2.08E+01,80.21666667,23.506,2.000421,-2.39E+00
1706742151,2.07E+01,80.43333333,23.432,1.99935,-2.38E+00
1706742164,2.07E+01,80.65,23.365,1.998378,-2.37E+00
1706742177,2.06E+01,80.86666667,23.302,1.997463,-2.36E+00
1706742190,2.05E+01,81.08333333,23.274,1.997056,-2.35E+00
1706742203,2.04E+01,81.3,23.342,1.998045,-2.34E+00
1706742216,2.04E+01,81.51666667,23.445,1.999538,-2.34E+00
1706742229,2.03E+01,81.73333333,23.532,2.000797,-2.33E+00
1706742242,2.02E+01,81.95,23.612,2.001951,-2.32E+00
1706742255,2.01E+01,82.16666667,23.675,2.002858,-2.31E+00
1706742269,2.00E+01,82.4,23.688,2.003045,-2.30E+00
1706742282,2.00E+01,82.61666667,23.617,2.002023,-2.29E+00
1706742295,1.99E+01,82.83333333,23.556,2.001143,-2.28E+00
1706742308,1.98E+01,83.05,23.468,1.999871,-2.27E+00
1706742321,1.97E+01,83.26666667,23.377,1.998553,-2.26E+00
1706742334,1.97E+01,83.48333333,23.288,1.99726,-2.26E+00
1706742347,1.96E+01,83.7,23.236,1.996503,-2.25E+00
1706742360,1.95E+01,83.91666667,23.281,1.997158,-2.24E+00
1706742373,1.94E+01,84.13333333,23.386,1.998683,-2.23E+00
1706742387,1.94E+01,84.36666667,23.492,2.000218,-2.22E+00
1706742400,1.93E+01,84.58333333,23.588,2.001605,-2.21E+00
1706742413,1.92E+01,84.8,23.672,2.002815,-2.20E+00
1706742426,1.91E+01,85.01666667,23.713,2.003405,-2.19E+00
1706742439,1.91E+01,85.23333333,23.666,2.002729,-2.19E+00
1706742452,1.90E+01,85.45,23.592,2.001663,-2.18E+00
1706742465,1.89E+01,85.66666667,23.49,2.00019,-2.17E+00
1706742478,1.89E+01,85.88333333,23.398,1.998857,-2.16E+00
1706742491,1.88E+01,86.1,23.312,1.997609,-2.15E+00
1706742505,1.87E+01,86.33333333,23.253,1.99675,-2.14E+00
1706742518,1.86E+01,86.55,23.262,1.996881,-2.14E+00
1706742531,1.85E+01,86.76666667,23.345,1.998088,-2.13E+00
1706742544,1.85E+01,86.98333333,23.439,1.999451,-2.12E+00
1706742557,1.84E+01,87.2,23.537,2.000869,-2.11E+00
1706742570,1.83E+01,87.41666667,23.635,2.002282,-2.10E+00
1706742583,1.83E+01,87.63333333,23.718,2.003477,-2.09E+00
1706742596,1.82E+01,87.85,23.716,2.003448,-2.09E+00
1706742609,1.81E+01,88.06666667,23.655,2.00257,-2.08E+00
1706742623,1.81E+01,88.3,23.541,2.000927,-2.07E+00
1706742636,1.80E+01,88.51666667,23.342,1.998045,-2.06E+00
1706742649,1.79E+01,88.73333333,23.155,1.995322,-2.06E+00
1706742662,1.79E+01,88.95,23.072,1.994108,-2.05E+00
1706742675,1.78E+01,89.16666667,23.11,1.994664,-2.04E+00
1706742688,1.77E+01,89.38333333,23.215,1.996197,-2.03E+00
1706742701,1.77E+01,89.6,23.348,1.998132,-2.03E+00
1706742714,1.76E+01,89.81666667,23.458,1.999726,-2.02E+00
1706742727,1.75E+01,90.03333333,23.562,2.00123,-2.01E+00
1706742740,1.75E+01,90.25,23.663,2.002686,-2.00E+00
1706742754,1.74E+01,90.48333333,23.749,2.003922,-2.00E+00
1706742767,1.73E+01,90.7,23.768,2.004195,-1.99E+00
1706742780,1.73E+01,90.91666667,23.713,2.003405,-1.98E+00
1706742793,1.72E+01,91.13333333,23.619,2.002052,-1.97E+00
1706742806,1.71E+01,91.35,23.538,2.000883,-1.97E+00
1706742819,1.71E+01,91.56666667,23.47,1.9999,-1.96E+00
1706742832,1.70E+01,91.78333333,23.404,1.998944,-1.95E+00
1706742845,1.69E+01,92,23.34,1.998015,-1.94E+00
1706742858,1.69E+01,92.21666667,23.282,1.997172,-1.93E+00
1706742872,1.68E+01,92.45,23.266,1.99694,-1.93E+00
